dummy index,Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments,BACnet Type Str
1937,506_0_3002999,506,0,3002999,EBU3B.RM-3130..ACTCLGSP,NAE 06 N2 2 VMA108 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3130,VAV,108,VAV -> Rm_3130,EBU3B,,Analog Input
1953,506_0_3002979,506,0,3002979,EBU3B.RM-3132..ACTCLGSP,NAE 06 N2 2 VMA107 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3132,VAV,107,VAV -> Rm_3132,EBU3B,,Analog Input
1969,506_0_3002959,506,0,3002959,EBU3B.RM-3134..ACTCLGSP,NAE 06 N2 2 VMA106 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3134,VAV,106,VAV -> Rm_3134,EBU3B,,Analog Input
1985,506_0_3002939,506,0,3002939,EBU3B.RM-3136..ACTCLGSP,NAE 06 N2 2 VMA105 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3136,VAV,105,VAV -> Rm_3136,EBU3B,,Analog Input
2001,506_0_3002919,506,0,3002919,EBU3B.RM-3138..ACTCLGSP,NAE 06 N2 2 VMA104 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3138,VAV,104,VAV -> Rm_3138,EBU3B,,Analog Input
2017,506_0_3001697,506,0,3001697,EBU3B.RM-3140..ACTCLGSP,NAE 06 N2 2 VMA 101 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3140,VAV,101,VAV -> Rm_3140,EBU3B,,Analog Input
2034,506_0_3003361,506,0,3003361,EBU3B.RM-3142..ACTCLGSP,NAE 06 N2 2 VMA126 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3142,VAV,126,VAV -> Rm_3142,EBU3B,,Analog Input
2051,506_0_3003340,506,0,3003340,EBU3B.RM-3144..ACTCLGSP,NAE 06 N2 2 VMA125 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3144,VAV,125,VAV -> Rm_3144,EBU3B,,Analog Input
2068,506_0_3003319,506,0,3003319,EBU3B.RM-3146..ACTCLGSP,NAE 06 N2 2 VMA124 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3146,VAV,124,VAV -> Rm_3146,EBU3B,,Analog Input
2085,506_0_3003298,506,0,3003298,EBU3B.RM-3148..ACTCLGSP,NAE 06 N2 2 VMA123 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3148,VAV,123,VAV -> Rm_3148,EBU3B,,Analog Input
2102,506_0_3003260,506,0,3003260,EBU3B.RM-3150..ACTCLGSP,NAE 06 N2 2 VMA121 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3150,VAV,121,VAV -> Rm_3150,EBU3B,,Analog Input
2119,506_0_3003239,506,0,3003239,EBU3B.RM-3152..ACTCLGSP,NAE 06 N2 2 VMA120 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3152,VAV,120,VAV -> Rm_3152,EBU3B,,Analog Input
2136,506_0_3002897,506,0,3002897,EBU3B.RM-3154..ACTCLGSP,NAE 06 N2 2 VMA103 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3154,VAV,103,VAV -> Rm_3154,EBU3B,,Analog Input
2154,506_0_3000671,506,0,3000671,EBU3B.RM-3200A..ACTCLGSP,NAE 06 N2 1 VMA158 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3200A,VAV,158,VAV -> Rm_3200A,EBU3B,,Analog Input
2170,506_0_3001176,506,0,3001176,EBU3B.RM-3200B..ACTCLGSP,NAE 06 N2 1 VMA183 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3200B,VAV,183,VAV -> Rm_3200B,EBU3B,,Analog Input
2186,506_0_3000711,506,0,3000711,EBU3B.RM-3202..ACTCLGSP,NAE 06 N2 1 VMA160 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3202,VAV,160,VAV -> Rm_3202,EBU3B,,Analog Input
2202,506_0_3001136,506,0,3001136,EBU3B.RM-3203..ACTCLGSP,NAE 06 N2 1 VMA181 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3203,VAV,181,VAV -> Rm_3203,EBU3B,,Analog Input
2218,506_0_3000691,506,0,3000691,EBU3B.RM-3205..ACTCLGSP,NAE 06 N2 1 VMA159 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3205,VAV,159,VAV -> Rm_3205,EBU3B,,Analog Input
2234,506_0_3000748,506,0,3000748,EBU3B.RM-3207..ACTCLGSP,NAE 06 N2 1 VMA162 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3207,VAV,162,VAV -> Rm_3207,EBU3B,,Analog Input
2246,506_0_3000765,506,0,3000765,EBU3B.RM-3208..ACTCLGSP,NAE 06 N2 1 VMA163 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3208,VAV,163,VAV -> Rm_3208,EBU3B,,Analog Input
2262,506_0_3000650,506,0,3000650,EBU3B.RM-3213..ACTCLGSP,NAE 06 N2 1 VMA157 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3213,VAV,157,VAV -> Rm_3213,EBU3B,,Analog Input
2279,506_0_3000785,506,0,3000785,EBU3B.RM-3214..ACTCLGSP,NAE 06 N2 1 VMA164 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3214,VAV,164,VAV -> Rm_3214,EBU3B,,Analog Input
2295,506_0_3001156,506,0,3001156,EBU3B.RM-3215..ACTCLGSP,NAE 06 N2 1 VMA182 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3215,VAV,182,VAV -> Rm_3215,EBU3B,,Analog Input
2311,506_0_3001196,506,0,3001196,EBU3B.RM-3217..ACTCLGSP,NAE 06 N2 1 VMA184 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3217,VAV,184,VAV -> Rm_3217,EBU3B,,Analog Input
2329,506_0_3000825,506,0,3000825,EBU3B.RM-3220..ACTCLGSP,NAE 06 N2 1 VMA166 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3220,VAV,166,VAV -> Rm_3220,EBU3B,,Analog Input
2345,506_0_3000805,506,0,3000805,EBU3B.RM-3221..ACTCLGSP,NAE 06 N2 1 VMA165 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3221,VAV,165,VAV -> Rm_3221,EBU3B,,Analog Input
2361,506_0_3009413,506,0,3009413,EBU3B.RM-3223..ACLG-SP,NAE 06 N2 1 VMA161 ACLG SP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3223,VAV,161,VAV -> Rm_3223,EBU3B,,Analog Input
2375,506_0_3000845,506,0,3000845,EBU3B.RM-3226..ACTCLGSP,NAE 06 N2 1 VMA167 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3226,VAV,167,VAV -> Rm_3226,EBU3B,,Analog Input
2391,506_0_3000865,506,0,3000865,EBU3B.RM-3230..ACTCLGSP,NAE 06 N2 1 VMA168 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3230,VAV,168,VAV -> Rm_3230,EBU3B,,Analog Input
2408,506_0_3000886,506,0,3000886,EBU3B.RM-3232..ACTCLGSP,NAE 06 N2 1 VMA169 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3232,VAV,169,VAV -> Rm_3232,EBU3B,,Analog Input
2425,506_0_3000907,506,0,3000907,EBU3B.RM-3236..ACTCLGSP,NAE 06 N2 1 VMA170 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3236,VAV,170,VAV -> Rm_3236,EBU3B,,Analog Input
2441,506_0_3000927,506,0,3000927,EBU3B.RM-3240..ACTCLGSP,NAE 06 N2 1 VMA171 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3240,VAV,171,VAV -> Rm_3240,EBU3B,,Analog Input
2458,506_0_3000948,506,0,3000948,EBU3B.RM-3242..ACTCLGSP,NAE 06 N2 1 VMA172 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3242,VAV,172,VAV -> Rm_3242,EBU3B,,Analog Input
2475,506_0_3000969,506,0,3000969,EBU3B.RM-3246..ACTCLGSP,NAE 06 N2 1 VMA173 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3246,VAV,173,VAV -> Rm_3246,EBU3B,,Analog Input
2491,506_0_3000989,506,0,3000989,EBU3B.RM-3250..ACTCLGSP,NAE 06 N2 1 VMA174 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3250,VAV,174,VAV -> Rm_3250,EBU3B,,Analog Input
2508,506_0_3001010,506,0,3001010,EBU3B.RM-3252..ACTCLGSP,NAE 06 N2 1 VMA175 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3252,VAV,175,VAV -> Rm_3252,EBU3B,,Analog Input
2525,506_0_3001031,506,0,3001031,EBU3B.RM-3254..ACTCLGSP,NAE 06 N2 1 VMA176 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3254,VAV,176,VAV -> Rm_3254,EBU3B,,Analog Input
2542,506_0_3001052,506,0,3001052,EBU3B.RM-3256..ACTCLGSP,NAE 06 N2 1 VMA177 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3256,VAV,177,VAV -> Rm_3256,EBU3B,,Analog Input
2559,506_0_3001073,506,0,3001073,EBU3B.RM-3258..ACTCLGSP,NAE 06 N2 1 VMA178 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3258,VAV,178,VAV -> Rm_3258,EBU3B,,Analog Input
2576,506_0_3001094,506,0,3001094,EBU3B.RM-3260..ACTCLGSP,NAE 06 N2 1 VMA179 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3260,VAV,179,VAV -> Rm_3260,EBU3B,,Analog Input
2593,506_0_3001115,506,0,3001115,EBU3B.RM-3262..ACTCLGSP,NAE 06 N2 1 VMA180 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3262,VAV,180,VAV -> Rm_3262,EBU3B,,Analog Input
2617,506_0_3002630,506,0,3002630,EBU3B.RM-4102..ACTCLGSP,NAE 06 N2 2 VMA171 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4102,VAV,171,VAV -> Rm_4102,EBU3B,,Analog Input
2633,506_0_3002670,506,0,3002670,EBU3B.RM-4105..ACTCLGSP,NAE 06 N2 2 VMA173 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4105,VAV,173,VAV -> Rm_4105,EBU3B,,Analog Input
2651,506_0_3002610,506,0,3002610,EBU3B.RM-4106..ACTCLGSP,NAE 06 N2 2 VMA170 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4106,VAV,170,VAV -> Rm_4106,EBU3B,,Analog Input
2667,506_0_3002650,506,0,3002650,EBU3B.RM-4107..ACTCLGSP,NAE 06 N2 2 VMA172 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4107,VAV,172,VAV -> Rm_4107,EBU3B,,Analog Input
2683,506_0_3002877,506,0,3002877,EBU3B.RM-4109..ACTCLGSP,NAE 06 N2 2 VMA183 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4109,VAV,183,VAV -> Rm_4109,EBU3B,,Analog Input
2699,506_0_3002590,506,0,3002590,EBU3B.RM-4110..ACTCLGSP,NAE 06 N2 2 VMA169 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4110,VAV,169,VAV -> Rm_4110,EBU3B,,Analog Input
2715,506_0_3002550,506,0,3002550,EBU3B.RM-4111..ACTCLGSP,NAE 06 N2 2 VMA167 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4111,VAV,167,VAV -> Rm_4111,EBU3B,,Analog Input
2731,506_0_3002570,506,0,3002570,EBU3B.RM-4114..ACTCLGSP,NAE 06 N2 2 VMA168 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4114,VAV,168,VAV -> Rm_4114,EBU3B,,Analog Input
2747,506_0_3002530,506,0,3002530,EBU3B.RM-4118..ACTCLGSP,NAE 06 N2 2 VMA166 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4118,VAV,166,VAV -> Rm_4118,EBU3B,,Analog Input
2763,506_0_3001821,506,0,3001821,EBU3B.RM-4119..ACTCLGSP,NAE 06 N2 2 VMA131 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4119,VAV,131,VAV -> Rm_4119,EBU3B,,Analog Input
2780,506_0_3002855,506,0,3002855,EBU3B.RM-4121..ACTCLGSP,NAE 06 N2 2 VMA182 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4121,VAV,182,VAV -> Rm_4121,EBU3B,,Analog Input
2798,506_0_3002510,506,0,3002510,EBU3B.RM-4122..ACTCLGSP,NAE 06 N2 2 VMA165 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4122,VAV,165,VAV -> Rm_4122,EBU3B,,Analog Input
2814,506_0_3002490,506,0,3002490,EBU3B.RM-4126..ACTCLGSP,NAE 06 N2 2 VMA164 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4126,VAV,164,VAV -> Rm_4126,EBU3B,,Analog Input
2830,506_0_3002755,506,0,3002755,EBU3B.RM-4127..ACTCLGSP,NAE 06 N2 2 VMA177 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4127,VAV,177,VAV -> Rm_4127,EBU3B,,Analog Input
2842,506_0_3002835,506,0,3002835,EBU3B.RM-4128..ACTCLGSP,NAE 06 N2 2 VMA181 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4128,VAV,181,VAV -> Rm_4128,EBU3B,,Analog Input
2858,506_0_3002470,506,0,3002470,EBU3B.RM-4130..ACTCLGSP,NAE 06 N2 2 VMA163 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4130,VAV,163,VAV -> Rm_4130,EBU3B,,Analog Input
2874,506_0_3002450,506,0,3002450,EBU3B.RM-4132..ACTCLGSP,NAE 06 N2 2 VMA162 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4132,VAV,162,VAV -> Rm_4132,EBU3B,,Analog Input
2890,506_0_3002430,506,0,3002430,EBU3B.RM-4134..ACTCLGSP,NAE 06 N2 2 VMA161 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4134,VAV,161,VAV -> Rm_4134,EBU3B,,Analog Input
2906,506_0_3002410,506,0,3002410,EBU3B.RM-4136..ACTCLGSP,NAE 06 N2 2 VMA160 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4136,VAV,160,VAV -> Rm_4136,EBU3B,,Analog Input
2922,506_0_3002390,506,0,3002390,EBU3B.RM-4138..ACTCLGSP,NAE 06 N2 2 VMA159 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4138,VAV,159,VAV -> Rm_4138,EBU3B,,Analog Input
2938,506_0_3001800,506,0,3001800,EBU3B.RM-4140..ACTCLGSP,NAE 06 N2 2 VMA130 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4140,VAV,130,VAV -> Rm_4140,EBU3B,,Analog Input
2955,506_0_3002814,506,0,3002814,EBU3B.RM-4142..ACTCLGSP,NAE 06 N2 2 VMA180 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4142,VAV,180,VAV -> Rm_4142,EBU3B,,Analog Input
2972,506_0_3002793,506,0,3002793,EBU3B.RM-4144..ACTCLGSP,NAE 06 N2 2 VMA179 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4144,VAV,179,VAV -> Rm_4144,EBU3B,,Analog Input
2990,506_0_3002772,506,0,3002772,EBU3B.RM-4146..ACTCLGSP,NAE 06 N2 2 VMA178 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4146,VAV,178,VAV -> Rm_4146,EBU3B,,Analog Input
3007,506_0_3002734,506,0,3002734,EBU3B.RM-4148..ACTCLGSP,NAE 06 N2 2 VMA176 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4148,VAV,176,VAV -> Rm_4148,EBU3B,,Analog Input
3024,506_0_3002713,506,0,3002713,EBU3B.RM-4150..ACTCLGSP,NAE 06 N2 2 VMA175 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4150,VAV,175,VAV -> Rm_4150,EBU3B,,Analog Input
3041,506_0_3002692,506,0,3002692,EBU3B.RM-4152..ACTCLGSP,NAE 06 N2 2 VMA174 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4152,VAV,174,VAV -> Rm_4152,EBU3B,,Analog Input
3058,506_0_3001842,506,0,3001842,EBU3B.RM-4154..ACTCLGSP,NAE 06 N2 2 VMA132 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4154,VAV,132,VAV -> Rm_4154,EBU3B,,Analog Input
3077,506_0_3001864,506,0,3001864,EBU3B.RM-4200A..ACTCLGSP,NAE 06 N2 2 VMA133 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4200A,VAV,133,VAV -> Rm_4200A,EBU3B,,Analog Input
3093,506_0_3001904,506,0,3001904,EBU3B.RM-4202..ACTCLGSP,NAE 06 N2 2 VMA135 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4202,VAV,135,VAV -> Rm_4202,EBU3B,,Analog Input
3109,506_0_3002311,506,0,3002311,EBU3B.RM-4203..ACTCLGSP,NAE 06 N2 2 VMA155 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4203,VAV,155,VAV -> Rm_4203,EBU3B,,Analog Input
3125,506_0_3001884,506,0,3001884,EBU3B.RM-4205..ACTCLGSP,NAE 06 N2 2 VMA134 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4205,VAV,134,VAV -> Rm_4205,EBU3B,,Analog Input
3141,506_0_3002189,506,0,3002189,EBU3B.RM-4207..ACTCLGSP,NAE 06 N2 2 VMA149 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4207,VAV,149,VAV -> Rm_4207,EBU3B,,Analog Input
3153,506_0_3001924,506,0,3001924,EBU3B.RM-4208..ACTCLGSP,NAE 06 N2 2 VMA136 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4208,VAV,136,VAV -> Rm_4208,EBU3B,,Analog Input
3169,506_0_3001779,506,0,3001779,EBU3B.RM-4213..ACTCLGSP,NAE 06 N2 2 VMA129 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4213,VAV,129,VAV -> Rm_4213,EBU3B,,Analog Input
3186,506_0_3001944,506,0,3001944,EBU3B.RM-4214..ACTCLGSP,NAE 06 N2 2 VMA137 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4214,VAV,137,VAV -> Rm_4214,EBU3B,,Analog Input
3202,506_0_3002331,506,0,3002331,EBU3B.RM-4215..ACTCLGSP,NAE 06 N2 2 VMA156 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4215,VAV,156,VAV -> Rm_4215,EBU3B,,Analog Input
3220,506_0_3002370,506,0,3002370,EBU3B.RM-4217..ACTCLGSP,NAE 06 N2 2 VMA158 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4217,VAV,158,VAV -> Rm_4217,EBU3B,,Analog Input
3236,506_0_3002087,506,0,3002087,EBU3B.RM-4219..ACTCLGSP,NAE 06 N2 2 VMA144 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4219,VAV,144,VAV -> Rm_4219,EBU3B,,Analog Input
3252,506_0_3001964,506,0,3001964,EBU3B.RM-4220..ACTCLGSP,NAE 06 N2 2 VMA138 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4220,VAV,138,VAV -> Rm_4220,EBU3B,,Analog Input
3268,506_0_3002353,506,0,3002353,EBU3B.RM-4223..ACTCLGSP,NAE 06 N2 2 VMA157 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4223,VAV,157,VAV -> Rm_4223,EBU3B,,Analog Input
3280,506_0_3001984,506,0,3001984,EBU3B.RM-4226..ACTCLGSP,NAE 06 N2 2 VMA139 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4226,VAV,139,VAV -> Rm_4226,EBU3B,,Analog Input
3296,506_0_3002004,506,0,3002004,EBU3B.RM-4230..ACTCLGSP,NAE 06 N2 2 VMA140 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4230,VAV,140,VAV -> Rm_4230,EBU3B,,Analog Input
3313,506_0_3002128,506,0,3002128,EBU3B.RM-4231..ACTCLGSP,NAE 06 N2 2 VMA146 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4231,VAV,146,VAV -> Rm_4231,EBU3B,,Analog Input
3329,506_0_3002025,506,0,3002025,EBU3B.RM-4232..ACTCLGSP,NAE 06 N2 2 VMA141 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4232,VAV,141,VAV -> Rm_4232,EBU3B,,Analog Input
3346,506_0_3002046,506,0,3002046,EBU3B.RM-4236..ACTCLGSP,NAE 06 N2 2 VMA142 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4236,VAV,142,VAV -> Rm_4236,EBU3B,,Analog Input
3362,506_0_3002066,506,0,3002066,EBU3B.RM-4240..ACTCLGSP,NAE 06 N2 2 VMA143 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4240,VAV,143,VAV -> Rm_4240,EBU3B,,Analog Input
3379,506_0_3002107,506,0,3002107,EBU3B.RM-4242..ACTCLGSP,NAE 06 N2 2 VMA145 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4242,VAV,145,VAV -> Rm_4242,EBU3B,,Analog Input
3396,506_0_3002148,506,0,3002148,EBU3B.RM-4246..ACTCLGSP,NAE 06 N2 2 VMA147 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4246,VAV,147,VAV -> Rm_4246,EBU3B,,Analog Input
3412,506_0_3002168,506,0,3002168,EBU3B.RM-4250..ACTCLGSP,NAE 06 N2 2 VMA148 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4250,VAV,148,VAV -> Rm_4250,EBU3B,,Analog Input
3429,506_0_3002206,506,0,3002206,EBU3B.RM-4252..ACTCLGSP,NAE 06 N2 2 VMA150 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4252,VAV,150,VAV -> Rm_4252,EBU3B,,Analog Input
3446,506_0_3002227,506,0,3002227,EBU3B.RM-4254..ACTCLGSP,NAE 06 N2 2 VMA151 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4254,VAV,151,VAV -> Rm_4254,EBU3B,,Analog Input
3463,506_0_3002248,506,0,3002248,EBU3B.RM-4256..ACTCLGSP,NAE 06 N2 2 VMA152 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4256,VAV,152,VAV -> Rm_4256,EBU3B,,Analog Input
3480,506_0_3002269,506,0,3002269,EBU3B.RM-4258..ACTCLGSP,NAE 06 N2 2 VMA153 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4258,VAV,153,VAV -> Rm_4258,EBU3B,,Analog Input
3497,506_0_3005841,506,0,3005841,EBU3B.RM-4262..ACTCLGSP,NAE 06 N2 2 VMA154 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4262,VAV,154,VAV -> Rm_4262,EBU3B,,Analog Input
3875,505_0_3026191,505,0,3026191,EBU3B.RM-B102C..ACTCLGSP,NAE 05 N2 1 VMA 115 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B102C,VAV,115,VAV -> Rm_B102C,EBU3B,,Analog Input
3878,505_0_3000093,505,0,3000093,EBU3B.RM-B103..ACTCLGSP,NAE 05 N2 1 VMA 113 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B103,VAV,113,VAV -> Rm_B103,EBU3B,,Analog Input
3890,505_0_3000110,505,0,3000110,EBU3B.RM-B103A..ACTCLGSP,NAE 05 N2 1 VMA 114 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B103A,VAV,114,VAV -> Rm_B103A,EBU3B,,Analog Input
3904,505_0_3000890,505,0,3000890,EBU3B.RM-B109..ACTCLGSP,NAE 05 N2 1 VMA 102 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B109,VAV,102,VAV -> Rm_B109,EBU3B,,Analog Input
3920,505_0_3001061,505,0,3001061,EBU3B.RM-B200B..ACTCLGSP,NAE 05 N2 1 VMA 111 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B200B,VAV,111,VAV -> Rm_B200B,EBU3B,,Analog Input
3936,505_0_3000073,505,0,3000073,EBU3B.RM-B200C..ACTCLGSP,NAE 05 N2 1 VMA 112 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B200C,VAV,112,VAV -> Rm_B200C,EBU3B,,Analog Input
3952,505_0_3000146,505,0,3000146,EBU3B.RM-B210..ACTCLGSP,NAE 05 N2 1 VMA 116 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B210,VAV,116,VAV -> Rm_B210,EBU3B,,Analog Input
3973,505_0_3000870,505,0,3000870,EBU3B.RM-B215..ACTCLGSP,NAE 05 N2 1 VMA 101 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B215,VAV,101,VAV -> Rm_B215,EBU3B,,Analog Input
