Label,TagSet,AssetType,Asset,AssetParent,isFedBy,City,Building,Wing,Floor,Room,Zone,AssetType2,Asset2
1F_MID_OPENOFF_CO2,CO2_Sensor,,,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,OpenOffice,Middle,,
1F_NRTH_OPENOFF_CO2,CO2_Sensor,,,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,OpenOffice,North,,
1F_STH_OPENOFF_CO2,CO2_Sensor,,,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,OpenOffice,South,,
421_U10_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU10,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U10,,,
421_U10_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU10,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U10,,,
421_U10_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU10,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U10,,,
421_U10_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU10,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U10,,,
421_U10_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU10,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U10,,,
421_U10_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU10,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U10,,,
421_U10_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU10,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U10,,,
421_U11_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU11,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U11,,,
421_U11_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU11,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U11,,,
421_U11_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU11,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U11,,,
421_U11_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU11,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U11,,,
421_U11_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU11,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U11,,,
421_U11_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU11,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U11,,,
421_U11_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU11,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U11,,,
421_U12_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU12,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U12,,,
421_U12_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU12,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U12,,,
421_U12_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU12,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U12,,,
421_U12_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU12,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U12,,,
421_U12_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU12,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U12,,,
421_U12_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU12,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U12,,,
421_U12_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU12,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U12,,,
421_U13_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU13,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U13,,,
421_U13_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU13,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U13,,,
421_U13_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU13,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U13,,,
421_U13_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU13,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U13,,,
421_U13_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU13,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U13,,,
421_U13_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU13,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U13,,,
421_U13_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU13,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U13,,,
421_U14_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU14,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U14,,,
421_U14_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU14,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U14,,,
421_U14_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU14,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U14,,,
421_U14_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU14,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U14,,,
421_U14_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU14,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U14,,,
421_U14_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU14,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U14,,,
421_U14_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU14,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U14,,,
421_U15_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU15,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U15,,,
421_U15_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU15,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U15,,,
421_U15_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU15,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U15,,,
421_U15_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU15,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U15,,,
421_U15_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU15,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U15,,,
421_U15_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU15,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U15,,,
421_U15_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU15,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U15,,,
421_U16_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU16,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U16,,,
421_U16_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU16,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U16,,,
421_U16_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU16,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U16,,,
421_U16_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU16,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U16,,,
421_U16_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU16,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U16,,,
421_U16_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU16,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U16,,,
421_U16_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU16,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U16,,,
421_U17_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU17,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U17,,,
421_U17_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU17,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U17,,,
421_U17_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU17,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U17,,,
421_U17_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU17,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U17,,,
421_U17_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU17,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U17,,,
421_U17_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU17,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U17,,,
421_U17_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU17,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U17,,,
421_U18_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU18,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U18,,,
421_U18_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU18,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U18,,,
421_U18_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU18,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U18,,,
421_U18_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU18,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U18,,,
421_U18_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU18,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U18,,,
421_U18_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU18,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U18,,,
421_U18_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU18,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U18,,,
421_U19_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU19,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U19,,,
421_U19_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU19,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U19,,,
421_U19_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU19,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U19,,,
421_U19_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU19,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U19,,,
421_U19_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU19,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U19,,,
421_U19_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU19,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U19,,,
421_U19_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU19,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U19,,,
421_U1_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU1,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U1,,,
421_U1_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU1,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U1,,,
421_U1_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU1,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U1,,,
421_U1_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU1,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U1,,,
421_U1_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU1,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U1,,,
421_U1_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU1,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U1,,,
421_U1_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU1,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U1,,,
421_U20_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU20,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U20,,,
421_U20_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU20,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U20,,,
421_U20_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU20,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U20,,,
421_U20_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU20,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U20,,,
421_U20_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU20,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U20,,,
421_U20_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU20,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U20,,,
421_U20_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU20,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U20,,,
421_U21_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU21,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U21,,,
421_U21_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU21,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U21,,,
421_U21_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU21,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U21,,,
421_U21_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU21,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U21,,,
421_U21_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU21,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U21,,,
421_U21_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU21,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U21,,,
421_U21_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU21,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U21,,,
421_U22_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU22,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U22,,,
421_U22_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU22,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U22,,,
421_U22_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU22,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U22,,,
421_U22_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU22,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U22,,,
421_U22_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU22,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U22,,,
421_U22_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU22,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U22,,,
421_U22_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU22,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U22,,,
421_U23_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU23,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U23,,,
421_U23_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU23,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U23,,,
421_U23_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU23,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U23,,,
421_U23_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU23,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U23,,,
421_U23_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU23,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U23,,,
421_U23_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU23,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U23,,,
421_U23_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU23,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U23,,,
421_U2_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU2,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U2,,,
421_U2_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU2,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U2,,,
421_U2_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU2,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U2,,,
421_U2_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU2,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U2,,,
421_U2_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU2,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U2,,,
421_U2_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU2,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U2,,,
421_U2_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU2,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U2,,,
421_U3_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU3,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U3,,,
421_U3_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU3,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U3,,,
421_U3_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU3,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U3,,,
421_U3_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU3,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U3,,,
421_U3_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU3,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U3,,,
421_U3_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU3,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U3,,,
421_U3_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU3,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U3,,,
421_U4_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU4,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U4,,,
421_U4_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU4,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U4,,,
421_U4_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU4,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U4,,,
421_U4_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU4,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U4,,,
421_U4_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU4,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U4,,,
421_U4_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU4,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U4,,,
421_U4_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU4,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U4,,,
421_U5_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU5,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U5,,,
421_U5_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU5,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U5,,,
421_U5_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU5,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U5,,,
421_U5_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU5,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U5,,,
421_U5_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU5,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U5,,,
421_U5_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU5,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U5,,,
421_U5_TEMP_SPT,FCU_Supply_Air_Temperature_Setpoint,FCU,42-FCU5,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U5,,,
421_U6_CLG_VLV,FCU_Cooling_Valve_Command,FCU,42-FCU6,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U6,,,
421_U6_DAT,FCU_Supply_Air_Temperature_Sensor,FCU,42-FCU6,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U6,,,
421_U6_FAN_SPD,FCU_VFD_Speed_Command,FCU,42-FCU6,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U6,,,
421_U6_FCU_FAULT,FCU_Fault_Status,FCU,42-FCU6,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U6,,,
421_U6_HTG_VLV,FCU_Heating_Valve_Command,FCU,42-FCU6,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U6,,,
421_U6_RAT,FCU_Return_Air_Temperature_Sensor,FCU,42-FCU6,,"AHU1,Boiler1,Boiler2,Chiller1",Dublin,B3,SOR42,FirstFloor,SOR42_1_U6,,,
