"Effective RA CO2dac1AV004","Effective_RA_CO_dac_AV","2","1","004"
"Effective RA CO2dac2AV004","Effective_RA_CO_dac_AV","2","2","004"
"Effective RA CO2dac3AV004","Effective_RA_CO_dac_AV","2","3","004"
"RMI516 Space CO2 Concentration Zone 2","RMI_Space_CO_Concentration_Zone","516","2","2"
"Return Air CO2 Sensordac1UIP36","Return_Air_CO_Sensordac_UIP","2","1","36"
"Return Air CO2 Sensordac2UIP36","Return_Air_CO_Sensordac_UIP","2","2","36"
"Return Air CO2 Sensordac3UIP36","Return_Air_CO_Sensordac_UIP","2","3","36"
"Return Air CO2scc2UIP17","Return_Air_CO_scc_UIP","2","2","17"
"Space  CO2 RMI206","Space_CO_RMI","2","206"
"Space CO2 Concentration Local","Space_CO_Concentration_Local","2"
"Space CO2 Concentration RMI050","Space_CO_Concentration_RMI","2","050"
"Space CO2 Concentration Zone 2 RMI230","Space_CO_Concentration_Zone_RMI","2","2","230"
"Space CO2 Room 513","Space_CO_Room","2","513"
"Space CO2 level RM242","Space_CO_level_RM","2","242"
"rmi514 Space CO2 Concentration","rmi_Space_CO_Concentration","514","2"
"CB Flow Meter RMI308","CB_Flow_Meter_RMI","308"
"Discharge Air Flow","Discharge_Air_Flow"
"Nominal Air Flow Status","Nominal_Air_Flow_Status"
"Return Air CFM","Return_Air_CFM"
"Return Airflow CFM","Return_Airflow_CFM"
"Return Airflow","Return_Airflow"
"ventOptVavAirflowGross1st Floor Chilled Beam VAS2","vent_Opt_Vav_Airflow_Gross_st_Floor_Chilled_Beam_VAS","1","2"
"ventOptVavAirflowGross1st Foor Perimeter Devices VAS1","vent_Opt_Vav_Airflow_Gross_st_Foor_Perimeter_Devices_VAS","1","1"
"ventOptVavAirflowGross2nd Floor Chilled Beam Source VAS2","vent_Opt_Vav_Airflow_Gross_nd_Floor_Chilled_Beam_Source_VAS","2","2"
"ventOptVavAirflowGross2nd Floor Perimeter Devices VAS1","vent_Opt_Vav_Airflow_Gross_nd_Floor_Perimeter_Devices_VAS","2","1"
"ventOptVavAirflowGross5th Floor Chilled Beam VAS1","vent_Opt_Vav_Airflow_Gross_th_Floor_Chilled_Beam_VAS","5","1"
"ventOptVavAirflowGross5th Floor Perimeter Devices VAS2","vent_Opt_Vav_Airflow_Gross_th_Floor_Perimeter_Devices_VAS","5","2"
"ventOptVavAirflowGrossBasement Perimeter Devices2","vent_Opt_Vav_Airflow_Gross_Basement_Perimeter_Devices","2"
"ventOptVavAirflowGrossChilled Beam Source VAS3","vent_Opt_Vav_Airflow_Gross_Chilled_Beam_Source_VAS","3"
"1st Floor Avg Space Humidity","st_Floor_Avg_Space_Humidity","1"
"2nd Floor Avg Space Humidity","nd_Floor_Avg_Space_Humidity","2"
"5th Floor Avg Space Humidity","th_Floor_Avg_Space_Humidity","5"
"Corridor Humidity BAS","Corridor_Humidity_BAS"
"DA Humiditydac4UIP17","DA_Humiditydac_UIP","4","17"
"Discharge Air Humiditydac1UIP09","Discharge_Air_Humiditydac_UIP","1","09"
"Discharge Air Humiditydac2UIP09","Discharge_Air_Humiditydac_UIP","2","09"
"Discharge Air Humiditydac3UIP09","Discharge_Air_Humiditydac_UIP","3","09"
"East Space Humidityscc2UIP19","East_Space_Humidityscc_UIP","2","19"
"Enter CDQ Regen Humidityscc2UIP24","Enter_CDQ_Regen_Humidityscc_UIP","2","24"
"Exhaust Air Humiditydac4UIP21","Exhaust_Air_Humiditydac_UIP","4","21"
"Humidity 1","Humidity","1"
"Humidity Corr NESHS","Humidity_Corr_NESHS"
"Humidity Zone 1 RMI207","Humidity_Zone_RMI","1","207"
"Humidity Zone 1 RMI212","Humidity_Zone_RMI","1","212"
"Lab Humidity RM I228","Lab_Humidity_RM_I","228"
"Outdoor Air Humiditypgm1UIP03","Outdoor_Air_Humiditypgm_UIP","1","03"
"RMIC160 Space Relative Humidity Local","RMIC_Space_Relative_Humidity_Local","160"
"Return Air Humiditydac1UIP27","Return_Air_Humiditydac_UIP","1","27"
"Return Air Humiditydac2UIP27","Return_Air_Humiditydac_UIP","2","27"
"Return Air Humiditydac3UIP21","Return_Air_Humiditydac_UIP","3","21"
"Return Air Humidityscc2UIP14","Return_Air_Humidityscc_UIP","2","14"
"Space Humidity Active","Space_Humidity_Active"
"Space Humidity Activedac1","Space_Humidity_Activedac","1"
"Space Humidity Activedac2","Space_Humidity_Activedac","2"
"Space Humidity Activedac3","Space_Humidity_Activedac","3"
"Space Humidity Activedac4","Space_Humidity_Activedac","4"
"Space Humidity Activescc2AV019","Space_Humidity_Activescc_AV","2","019"
"Space Humidity BAS","Space_Humidity_BAS"
"Space Humidity RMI206","Space_Humidity_RMI","206"
"Space Humidity RMI326","Space_Humidity_RMI","326"
"Space Humidity RMIC259","Space_Humidity_RMIC","259"
"Space Humidity","Space_Humidity"
"Space Relative Humidity Corr NW","Space_Relative_Humidity_Corr_NW"
"Space Relative Humidity Local","Space_Relative_Humidity_Local"
"Space Relative Humidity RMI226","Space_Relative_Humidity_RMI","226"
"Space Relative Humidity RMI305","Space_Relative_Humidity_RMI","305"
"Space Relative Humidity RMI306","Space_Relative_Humidity_RMI","306"
"Space Relative Humidity RMI308","Space_Relative_Humidity_RMI","308"
"West Space Humidityscc2UIP20","West_Space_Humidityscc_UIP","2","20"
"Zone Humidity 2 CORRNWSHS","Zone_Humidity_COR_RNW_SHS","2"
"Zone Humidity 2 Corr NESHS","Zone_Humidity_Corr_NESHS","2"
"Zone Humidity Corr SESHS","Zone_Humidity_Corr_SESHS"
"Zone Humidity Corr SWSHS","Zone_Humidity_Corr_SWSHS"
"outdoorAirHumidityA1st Floor Area1","outdoor_Air_HumidityA_st_Floor_Area","1","1"
"outdoorAirHumidityA2nd Floor Area1","outdoor_Air_HumidityA_nd_Floor_Area","2","1"
"outdoorAirHumidityA5th Floor Area1","outdoor_Air_HumidityA_th_Floor_Area","5","1"
"outdoorAirHumidityAAuditorium Area4","outdoor_Air_HumidityA_Auditorium_Area","4"
"outdoorAirHumidityABasement Area2","outdoor_Air_HumidityA_Basement_Area","2"
"spaceHumidityA1st Floor Area1","space_HumidityA_st_Floor_Area","1","1"
"spaceHumidityA2nd Floor Area1","space_HumidityA_nd_Floor_Area","2","1"
"spaceHumidityA5th Floor Area1","space_HumidityA_th_Floor_Area","5","1"
"spaceHumidityAAuditorium Area4","space_HumidityA_Auditorium_Area","4"
"spaceHumidityABasement Area2","space_HumidityA_Basement_Area","2"
"occupancyA1st Floor Area1","occupancyA_st_Floor_Area","1","1"
"occupancyA2nd Floor Area1","occupancyA_nd_Floor_Area","2","1"
"occupancyA5th Floor Area1","occupancyA_th_Floor_Area","5","1"
"occupancyAAuditorium Area4","occupancyA_Auditorium_Area","4"
"occupancyABasement Area2","occupancyA_Basement_Area","2"
"occupancyStatus1st Floor Chilled Beam VAS2","occupancy_Status_st_Floor_Chilled_Beam_VAS","1","2"
"occupancyStatus1st Foor Perimeter Devices VAS1","occupancy_Status_st_Foor_Perimeter_Devices_VAS","1","1"
"occupancyStatus2nd Floor Chilled Beam Source VAS2","occupancy_Status_nd_Floor_Chilled_Beam_Source_VAS","2","2"
"occupancyStatus2nd Floor Perimeter Devices VAS1","occupancy_Status_nd_Floor_Perimeter_Devices_VAS","2","1"
"occupancyStatus5th Floor Chilled Beam VAS1","occupancy_Status_th_Floor_Chilled_Beam_VAS","5","1"
"occupancyStatus5th Floor Perimeter Devices VAS2","occupancy_Status_th_Floor_Perimeter_Devices_VAS","5","2"
"occupancyStatusA1st Floor Area1","occupancy_StatusA_st_Floor_Area","1","1"
"occupancyStatusA2nd Floor Area1","occupancy_StatusA_nd_Floor_Area","2","1"
"occupancyStatusA3rd Floor Area1","occupancy_StatusA_rd_Floor_Area","3","1"
"occupancyStatusA5th Floor Area1","occupancy_StatusA_th_Floor_Area","5","1"
"occupancyStatusAAuditorium Area4","occupancy_StatusA_Auditorium_Area","4"
"occupancyStatusABasement Area2","occupancy_StatusA_Basement_Area","2"
"occupancyStatusARoom 305 Area2","occupancy_StatusA_Room_Area","305","2"
"occupancyStatusARoom 306 Area3","occupancy_StatusA_Room_Area","306","3"
"occupancyStatusARoom 322 Area4","occupancy_StatusA_Room_Area","322","4"
"occupancyStatusARoom 324 Area5","occupancy_StatusA_Room_Area","324","5"
"occupancyStatusBasement Perimeter Devices2","occupancy_Status_Basement_Perimeter_Devices","2"
"occupancyStatusChilled Beam Source VAS3","occupancy_Status_Chilled_Beam_Source_VAS","3"
"occupancyStatusV3rd Floor CB VAS2","occupancy_StatusV_rd_Floor_CB_VAS","3","2"
"occupancyStatusV3rd Floor Perimiter VAS3","occupancy_StatusV_rd_Floor_Perimiter_VAS","3","3"
"East Space Temperaturescc2UIP33","East_Space_Temperaturescc_UIP","2","33"
"RM511A Zone Temp 3","RM_A_Zone_Temp","511","3"
"RMI 524 Zone Temp 4","RMI_Zone_Temp","524","4"
"RMI1071 Space Temperature Local","RMI_Space_Temperature_Local","1071"
"RMI1072 Space Temperature Local","RMI_Space_Temperature_Local","1072"
"RMI108 Space Temperature Local","RMI_Space_Temperature_Local","108"
"RMI1091 Space Temperature Local","RMI_Space_Temperature_Local","1091"
"RMI1092 Space Temperature Local","RMI_Space_Temperature_Local","1092"
"RMI501 Space Temperature Perimeter","RMI_Space_Temperature_Perimeter","501"
"RMI501 Zone Temp 5","RMI_Zone_Temp","501","5"
"RMI502 Space Temperature Perimeter","RMI_Space_Temperature_Perimeter","502"
"RMI502 Zone Temp 4","RMI_Zone_Temp","502","4"
"RMI503 Space Temperature Perimeter","RMI_Space_Temperature_Perimeter","503"
"RMI503 Zone Temp 3","RMI_Zone_Temp","503","3"
"RMI504 Zone Temp 2","RMI_Zone_Temp","504","2"
"RMI505 Space Temperature Perimeter","RMI_Space_Temperature_Perimeter","505"
"RMI506 Space Temperature Perimeter","RMI_Space_Temperature_Perimeter","506"
"RMI506 Zone Temp 7","RMI_Zone_Temp","506","7"
"RMI507 Space Temperature Perimeter","RMI_Space_Temperature_Perimeter","507"
"RMI507 Zone Temp 6","RMI_Zone_Temp","507","6"
"RMI508 Space Temperature Perimeter","RMI_Space_Temperature_Perimeter","508"
"RMI508 Zone Temp 5","RMI_Zone_Temp","508","5"
"RMI509 Space Temperature Perimeter","RMI_Space_Temperature_Perimeter","509"
"RMI509 Zone Temp 4","RMI_Zone_Temp","509","4"
"RMI511A Space Temperature Perimeter","RMI_A_Space_Temperature_Perimeter","511"
"RMI511B Space Temperature Perimeter","RMI_B_Space_Temperature_Perimeter","511"
"RMI511B Zone Temp 2","RMI_B_Zone_Temp","511","2"
"RMI512 Space Temperature Perimeter","RMI_Space_Temperature_Perimeter","512"
"RMI513 Zone Temp 2","RMI_Zone_Temp","513","2"
"RMI521 Zone Temp 2","RMI_Zone_Temp","521","2"
"RMI522 Zone Temp 3","RMI_Zone_Temp","522","3"
"RMI526 Zone Temp 5","RMI_Zone_Temp","526","5"
"RMI527 Zone Temp 8","RMI_Zone_Temp","527","8"
"RMI528 Zone Temp 6","RMI_Zone_Temp","528","6"
"RMI530 Space Temperature","RMI_Space_Temperature","530"
"RMI534 Space Temperature Perimeter","RMI_Space_Temperature_Perimeter","534"
"RMI536 Space Temperature Perimeter","RMI_Space_Temperature_Perimeter","536"
"RMI536 Zone Temp 2","RMI_Zone_Temp","536","2"
"RMI542 Zone Temp 2","RMI_Zone_Temp","542","2"
"RMI552 Zone Temp 3","RMI_Zone_Temp","552","3"
"RMI561 Zone Temp 3","RMI_Zone_Temp","561","3"
"RMIC552 Zone Temp 3","RMIC_Zone_Temp","552","3"
"RMIC552 Zone Temp 7","RMIC_Zone_Temp","552","7"
"RMIC557 Zone Temp 6","RMIC_Zone_Temp","557","6"
"RMIC557 Zone Temp 8","RMIC_Zone_Temp","557","8"
"RmI504 Space Temperature Perimeter","RmI_Space_Temperature_Perimeter","504"
"RmI521 Space Temperature","RmI_Space_Temperature","521"
"RmI522 Space Temperature","RmI_Space_Temperature","522"
"RmI524 Space Temperature","RmI_Space_Temperature","524"
"RmI526 Space Temperature","RmI_Space_Temperature","526"
"RmI528 Space Temperature","RmI_Space_Temperature","528"
"RmI532 Space Temperature","RmI_Space_Temperature","532"
"RmI532 Zone Temp 2","RmI_Zone_Temp","532","2"
"TEMP1 Perm Temp Rm 230","TEMP_Perm_Temp_Rm","1","230"
"TEMP1 Space Temperature Perm Rm I228","TEMP_Space_Temperature_Perm_Rm_I","1","228"
"TEMP1 Space Temperature RM 212","TEMP_Space_Temperature_RM","1","212"
